head_entity_id,tail_entity_id,relation
E0052645,E0057690,Head가 Tail을 공격함. (Attacks)
E0044001,E0052645,Head가 Tail을 비난함. (Blames)
E0044001,E0041297,Head가 Tail을 비난함. (Blames)
E0044001,E0057259,Head가 Tail을 비난함. (Blames)
E0044001,E0057690,Head가 Tail을 비난함. (Blames)
E0041297,E0052645,Head가 Tail에게 지시함. (Commands)
E0041297,E0057259,Head가 Tail에게 지시함. (Commands)
E0041297,E0007137,Head가 Tail을 믿음. (Trusts)
E0041297,E0057690,Head가 Tail을 공격함. (Attacks)
E0057259,E0052645,Head가 Tail을 비난함. (Blames)
E0057259,E0057690,Head가 Tail을 공격함. (Attacks)
E0007137,E0052645,Head가 Tail을 비난함. (Blames)
E0007137,E0057259,Head가 Tail을 비난함. (Blames)
E0057690,E0052645,Head가 Tail을 공격함. (Attacks)
E0057690,E0041297,Head가 Tail을 공격함. (Attacks)
E0057690,E0057259,Head가 Tail을 공격함. (Attacks)
E0057690,E0007137,Head가 Tail을 믿음. (Trusts)
E0042206,E0044986,Head가 Tail을 비난함. (Blames)
E0050594,E0046549,Head가 Tail을 의심함. (Distrusts)
E0046549,E0050594,Head가 Tail을 의심함. (Distrusts)
E0042682,E0042326,Head가 Tail에게 지시함. (Commands)
E0042326,E0042682,Head가 Tail에게 지시함. (Commands)
E0009697,E0011084,Head가 Tail에게 지시함. (Commands)
E0009697,E0025107,Head가 Tail에게 지시함. (Commands)
E0009697,E0061971,Head가 Tail에게 지시함. (Commands)
E0009697,E0065302,Head가 Tail에게 지시함. (Commands)
E0009697,E0046231,Head가 Tail에게 지시함. (Commands)
E0009697,E0033146,Head가 Tail에게 지시함. (Commands)
E0009697,E0007151,Head가 Tail에게 지시함. (Commands)
E0009697,E0072275,Head가 Tail에게 지시함. (Commands)
E0009697,E0048742,Head가 Tail에게 지시함. (Commands)
E0011084,E0009697,Head가 Tail에게 지시함. (Commands)
E0011084,E0025107,Head가 Tail에게 지시함. (Commands)
E0011084,E0061971,Head가 Tail에게 지시함. (Commands)
E0011084,E0065302,Head가 Tail에게 지시함. (Commands)
E0011084,E0046231,Head가 Tail에게 지시함. (Commands)
E0011084,E0033146,Head가 Tail에게 지시함. (Commands)
E0011084,E0007151,Head가 Tail에게 지시함. (Commands)
E0011084,E0072275,Head가 Tail에게 지시함. (Commands)
E0011084,E0048742,Head가 Tail에게 지시함. (Commands)
E0025107,E0009697,Head가 Tail에게 지시함. (Commands)
E0025107,E0011084,Head가 Tail에게 지시함. (Commands)
E0025107,E0061971,Head가 Tail에게 지시함. (Commands)
E0025107,E0065302,Head가 Tail에게 지시함. (Commands)
E0025107,E0046231,Head가 Tail에게 지시함. (Commands)
E0025107,E0033146,Head가 Tail에게 지시함. (Commands)
E0025107,E0007151,Head가 Tail에게 지시함. (Commands)
E0025107,E0072275,Head가 Tail에게 지시함. (Commands)
E0025107,E0048742,Head가 Tail에게 지시함. (Commands)
E0061971,E0009697,Head가 Tail에게 지시함. (Commands)
E0061971,E0011084,Head가 Tail에게 지시함. (Commands)
E0061971,E0025107,Head가 Tail에게 지시함. (Commands)
E0061971,E0065302,Head가 Tail에게 지시함. (Commands)
E0061971,E0046231,Head가 Tail에게 지시함. (Commands)
E0061971,E0033146,Head가 Tail에게 지시함. (Commands)
E0061971,E0007151,Head가 Tail에게 지시함. (Commands)
E0061971,E0072275,Head가 Tail에게 지시함. (Commands)
E0061971,E0048742,Head가 Tail에게 지시함. (Commands)
E0065302,E0009697,Head가 Tail에게 지시함. (Commands)
E0065302,E0011084,Head가 Tail에게 지시함. (Commands)
E0065302,E0025107,Head가 Tail에게 지시함. (Commands)
E0065302,E0061971,Head가 Tail에게 지시함. (Commands)
E0065302,E0046231,Head가 Tail에게 지시함. (Commands)
E0065302,E0033146,Head가 Tail에게 지시함. (Commands)
E0065302,E0007151,Head가 Tail에게 지시함. (Commands)
E0065302,E0072275,Head가 Tail에게 지시함. (Commands)
E0065302,E0048742,Head가 Tail에게 지시함. (Commands)
E0046231,E0009697,Head가 Tail에게 지시함. (Commands)
E0046231,E0011084,Head가 Tail에게 지시함. (Commands)
E0046231,E0025107,Head가 Tail에게 지시함. (Commands)
E0046231,E0061971,Head가 Tail에게 지시함. (Commands)
E0046231,E0065302,Head가 Tail에게 지시함. (Commands)
E0046231,E0033146,Head가 Tail에게 지시함. (Commands)
E0046231,E0007151,Head가 Tail에게 지시함. (Commands)
E0046231,E0072275,Head가 Tail에게 지시함. (Commands)
E0046231,E0048742,Head가 Tail에게 지시함. (Commands)
E0033146,E0009697,Head가 Tail에게 지시함. (Commands)
E0033146,E0011084,Head가 Tail에게 지시함. (Commands)
E0033146,E0025107,Head가 Tail에게 지시함. (Commands)
E0033146,E0061971,Head가 Tail에게 지시함. (Commands)
E0033146,E0065302,Head가 Tail에게 지시함. (Commands)
E0033146,E0046231,Head가 Tail에게 지시함. (Commands)
E0033146,E0007151,Head가 Tail에게 지시함. (Commands)
E0033146,E0072275,Head가 Tail에게 지시함. (Commands)
E0033146,E0048742,Head가 Tail에게 지시함. (Commands)
E0007151,E0009697,Head가 Tail에게 지시함. (Commands)
E0007151,E0011084,Head가 Tail에게 지시함. (Commands)
E0007151,E0025107,Head가 Tail에게 지시함. (Commands)
E0007151,E0061971,Head가 Tail에게 지시함. (Commands)
E0007151,E0065302,Head가 Tail에게 지시함. (Commands)
E0007151,E0046231,Head가 Tail에게 지시함. (Commands)
E0007151,E0033146,Head가 Tail에게 지시함. (Commands)
E0007151,E0072275,Head가 Tail에게 지시함. (Commands)
E0007151,E0048742,Head가 Tail에게 지시함. (Commands)
E0072275,E0009697,Head가 Tail에게 지시함. (Commands)
E0072275,E0011084,Head가 Tail에게 지시함. (Commands)
E0072275,E0025107,Head가 Tail에게 지시함. (Commands)
E0072275,E0061971,Head가 Tail에게 지시함. (Commands)
E0072275,E0065302,Head가 Tail에게 지시함. (Commands)
E0072275,E0046231,Head가 Tail에게 지시함. (Commands)
E0072275,E0033146,Head가 Tail에게 지시함. (Commands)
E0072275,E0007151,Head가 Tail에게 지시함. (Commands)
E0072275,E0048742,Head가 Tail에게 지시함. (Commands)
E0048742,E0009697,Head가 Tail에게 지시함. (Commands)
E0048742,E0011084,Head가 Tail에게 지시함. (Commands)
E0048742,E0025107,Head가 Tail에게 지시함. (Commands)
E0048742,E0061971,Head가 Tail에게 지시함. (Commands)
E0048742,E0065302,Head가 Tail에게 지시함. (Commands)
E0048742,E0046231,Head가 Tail에게 지시함. (Commands)
E0048742,E0033146,Head가 Tail에게 지시함. (Commands)
E0048742,E0007151,Head가 Tail에게 지시함. (Commands)
E0048742,E0072275,Head가 Tail에게 지시함. (Commands)
E0009697,E0061971,Head가 Tail을 처벌시킴. (Punishes)
E0009697,E0033146,Head가 Tail을 고발함. (Accuses)
E0009697,E0060525,Head가 Tail을 고발함. (Accuses)
E0009697,E0052435,Head가 Tail을 고발함. (Accuses)
E0061971,E0009697,Head가 Tail을 고발함. (Accuses)
E0061971,E0033146,Head가 Tail을 고발함. (Accuses)
E0061971,E0060525,Head가 Tail을 고발함. (Accuses)
E0061971,E0052435,Head가 Tail을 고발함. (Accuses)
E0033146,E0009697,Head가 Tail을 고발함. (Accuses)
E0033146,E0061971,Head가 Tail을 처벌시킴. (Punishes)
E0033146,E0060525,Head가 Tail을 고발함. (Accuses)
E0033146,E0052435,Head가 Tail을 고발함. (Accuses)
E0060525,E0009697,Head가 Tail을 고발함. (Accuses)
E0060525,E0061971,Head가 Tail을 고발함. (Accuses)
E0060525,E0033146,Head가 Tail을 고발함. (Accuses)
E0060525,E0052435,Head가 Tail을 고발함. (Accuses)
E0052435,E0009697,Head가 Tail을 고발함. (Accuses)
E0052435,E0061971,Head가 Tail을 고발함. (Accuses)
E0052435,E0033146,Head가 Tail을 고발함. (Accuses)
E0052435,E0060525,Head가 Tail을 고발함. (Accuses)
E0025107,E0012100,Head가 Tail을 고발함. (Accuses)
E0025107,E0079472,Head가 Tail에게 지시함. (Commands)
E0025107,E0059861,Head가 Tail에게 지시함. (Commands)
E0025107,E0052409,Head가 Tail에게 지시함. (Commands)
E0012100,E0025107,Head가 Tail을 고발함. (Accuses)
E0012100,E0059861,Head가 Tail에게 지시함. (Commands)
E0012100,E0052409,Head가 Tail에게 지시함. (Commands)
E0079472,E0025107,Head가 Tail에게 지시함. (Commands)
E0079472,E0012100,Head가 Tail에게 지시함. (Commands)
E0079472,E0059861,Head가 Tail에게 지시함. (Commands)
E0079472,E0052409,Head가 Tail에게 지시함. (Commands)
E0059861,E0012100,Head가 Tail을 고발함. (Accuses)
E0046377,E0012100,Head가 Tail을 비난함. (Blames)
E0046377,E0052409,Head가 Tail을 비난함. (Blames)
E0052409,E0025107,Head가 Tail에게 지시함. (Commands)
E0052409,E0012100,Head가 Tail에게 지시함. (Commands)
E0052409,E0079472,Head가 Tail에게 지시함. (Commands)
E0052409,E0059861,Head가 Tail에게 지시함. (Commands)
E0052409,E0046377,Head가 Tail을 비난함. (Blames)
E0042279,E0042268,Head가 Tail을 비난함. (Blames)
E0061971,E0042279,Head가 Tail에게 보고함 (Reports to)
E0061971,E0042268,Head가 Tail을 처벌시킴. (Punishes)
E0032600,E0042279,Head가 Tail에게 보고함 (Reports to)
E0032600,E0061971,Head가 Tail에게 보고함 (Reports to)
E0032600,E0042268,Head가 Tail을 처벌시킴. (Punishes)
E0046532,E0046549,Head가 Tail에게 보고함 (Reports to)
E0009697,E0061971,Head가 Tail을 비난함. (Blames)
E0061971,E0033146,Head가 Tail에게 지시함. (Commands)
E0061971,E0045175,Head가 Tail에게 지시함. (Commands)
E0033146,E0061971,Head가 Tail에게 지시함. (Commands)
E0033146,E0045175,Head가 Tail에게 지시함. (Commands)
E0045175,E0009697,Head가 Tail을 비난함. (Blames)
E0045175,E0061971,Head가 Tail에게 지시함. (Commands)
E0045175,E0033146,Head가 Tail에게 지시함. (Commands)
E0012906,E0042268,Head가 Tail에게 지시함. (Commands)
E0012906,E0033146,Head가 Tail에게 지시함. (Commands)
E0012906,E0052409,Head가 Tail에게 지시함. (Commands)
E0042268,E0012906,Head가 Tail에게 지시함. (Commands)
E0033146,E0012906,Head가 Tail에게 지시함. (Commands)
E0033146,E0052409,Head가 Tail에게 지시함. (Commands)
E0052409,E0012906,Head가 Tail에게 지시함. (Commands)
E0042279,E0061971,Head가 Tail에게 보고함 (Reports to)
E0042279,E0033146,Head가 Tail에게 보고함 (Reports to)
E0033146,E0042279,Head가 Tail에게 보고함 (Reports to)
E0065302,E0008907,Head가 Tail에게 지시함. (Commands)
E0065302,E0051729,Head가 Tail에게 지시함. (Commands)
E0065302,E0041490,Head가 Tail에게 지시함. (Commands)
E0008907,E0012100,Head가 Tail에게 지시함. (Commands)
E0008907,E0051729,Head가 Tail에게 지시함. (Commands)
E0046549,E0051729,Head가 Tail에게 지시함. (Commands)
E0012100,E0008907,Head가 Tail에게 지시함. (Commands)
E0012100,E0051729,Head가 Tail에게 지시함. (Commands)
E0020638,E0012100,Head가 Tail을 칭찬함. (Compliments)
E0020638,E0051729,Head가 Tail에게 지시함. (Commands)
E0051729,E0065302,Head가 Tail에게 지시함. (Commands)
E0051729,E0008907,Head가 Tail에게 지시함. (Commands)
E0051729,E0046549,Head가 Tail에게 지시함. (Commands)
E0051729,E0012100,Head가 Tail에게 지시함. (Commands)
E0051729,E0020638,Head가 Tail에게 지시함. (Commands)
E0051729,E0041490,Head가 Tail에게 지시함. (Commands)
E0041490,E0008907,Head가 Tail에게 지시함. (Commands)
E0041490,E0051729,Head가 Tail에게 지시함. (Commands)
E0048240,E0046231,Tail이 Head의 스승임 (Mentored by)
E0046441,E0042198,Tail이 Head의 스승임 (Mentored by)
E0012100,E0008907,Head가 Tail을 무시함. (Ignores)
E0012100,E0046231,Head가 Tail을 무시함. (Ignores)
E0012100,E0046441,Head가 Tail을 무시함. (Ignores)
E0048240,E0029267,Tail이 Head를 놀리거나 괴롭힘. (Teases)
E0012906,E0052645,Head가 Tail에게 지시함. (Commands)
E0012906,E0065302,Head가 Tail에게 지시함. (Commands)
E0012906,E0057777,Head가 Tail에게 지시함. (Commands)
E0012906,E0044605,Head가 Tail에게 지시함. (Commands)
E0012906,E0046231,Head가 Tail에게 지시함. (Commands)
E0012906,E0033146,Head가 Tail에게 지시함. (Commands)
E0012906,E0063198,Head가 Tail에게 지시함. (Commands)
E0012906,E0013988,Head가 Tail에게 지시함. (Commands)
E0052645,E0012906,Head가 Tail에게 지시함. (Commands)
E0052645,E0065302,Head가 Tail에게 지시함. (Commands)
E0052645,E0057777,Head가 Tail에게 지시함. (Commands)
E0052645,E0044605,Head가 Tail에게 지시함. (Commands)
E0052645,E0046231,Head가 Tail에게 지시함. (Commands)
E0052645,E0033146,Head가 Tail에게 지시함. (Commands)
E0052645,E0063198,Head가 Tail에게 지시함. (Commands)
E0052645,E0013988,Head가 Tail에게 지시함. (Commands)
E0065302,E0012906,Head가 Tail에게 지시함. (Commands)
E0065302,E0052645,Head가 Tail에게 지시함. (Commands)
E0065302,E0057777,Head가 Tail에게 지시함. (Commands)
E0065302,E0044605,Head가 Tail에게 지시함. (Commands)
E0065302,E0046231,Head가 Tail에게 지시함. (Commands)
E0065302,E0033146,Head가 Tail에게 지시함. (Commands)
E0065302,E0063198,Head가 Tail에게 지시함. (Commands)
E0065302,E0013988,Head가 Tail에게 지시함. (Commands)
E0057777,E0012906,Head가 Tail에게 지시함. (Commands)
E0057777,E0052645,Head가 Tail에게 지시함. (Commands)
E0057777,E0065302,Head가 Tail에게 지시함. (Commands)
E0057777,E0044605,Head가 Tail에게 지시함. (Commands)
E0057777,E0046231,Head가 Tail에게 지시함. (Commands)
E0057777,E0033146,Head가 Tail에게 지시함. (Commands)
E0057777,E0063198,Head가 Tail에게 지시함. (Commands)
E0057777,E0013988,Head가 Tail에게 지시함. (Commands)
E0044605,E0012906,Head가 Tail에게 지시함. (Commands)
E0044605,E0052645,Head가 Tail에게 지시함. (Commands)
E0044605,E0065302,Head가 Tail에게 지시함. (Commands)
E0044605,E0057777,Head가 Tail에게 지시함. (Commands)
E0044605,E0046231,Head가 Tail에게 지시함. (Commands)
E0044605,E0033146,Head가 Tail에게 지시함. (Commands)
E0044605,E0063198,Head가 Tail에게 지시함. (Commands)
E0044605,E0013988,Head가 Tail에게 지시함. (Commands)
E0046231,E0012906,Head가 Tail에게 지시함. (Commands)
E0046231,E0052645,Head가 Tail에게 지시함. (Commands)
E0046231,E0065302,Head가 Tail에게 지시함. (Commands)
E0046231,E0057777,Head가 Tail에게 지시함. (Commands)
E0046231,E0044605,Head가 Tail에게 지시함. (Commands)
E0046231,E0033146,Head가 Tail에게 지시함. (Commands)
E0046231,E0063198,Head가 Tail에게 지시함. (Commands)
E0046231,E0013988,Head가 Tail에게 지시함. (Commands)
E0033146,E0012906,Head가 Tail에게 지시함. (Commands)
E0033146,E0052645,Head가 Tail에게 지시함. (Commands)
E0033146,E0065302,Head가 Tail에게 지시함. (Commands)
E0033146,E0057777,Head가 Tail에게 지시함. (Commands)
E0033146,E0044605,Head가 Tail에게 지시함. (Commands)
E0033146,E0046231,Head가 Tail에게 지시함. (Commands)
E0033146,E0063198,Head가 Tail에게 지시함. (Commands)
E0033146,E0013988,Head가 Tail에게 지시함. (Commands)
E0063198,E0012906,Head가 Tail에게 지시함. (Commands)
E0063198,E0052645,Head가 Tail에게 지시함. (Commands)
E0063198,E0065302,Head가 Tail에게 지시함. (Commands)
E0063198,E0057777,Head가 Tail에게 지시함. (Commands)
E0063198,E0044605,Head가 Tail에게 지시함. (Commands)
E0063198,E0046231,Head가 Tail에게 지시함. (Commands)
E0063198,E0033146,Head가 Tail에게 지시함. (Commands)
E0063198,E0013988,Head가 Tail에게 지시함. (Commands)
E0013988,E0012906,Head가 Tail에게 지시함. (Commands)
E0013988,E0052645,Head가 Tail에게 지시함. (Commands)
E0013988,E0065302,Head가 Tail에게 지시함. (Commands)
E0013988,E0057777,Head가 Tail에게 지시함. (Commands)
E0013988,E0044605,Head가 Tail에게 지시함. (Commands)
E0013988,E0046231,Head가 Tail에게 지시함. (Commands)
E0013988,E0033146,Head가 Tail에게 지시함. (Commands)
E0013988,E0063198,Head가 Tail에게 지시함. (Commands)
E0065302,E0057777,Head가 Tail에게 지시함. (Commands)
E0065302,E0008907,Head가 Tail에게 지시함. (Commands)
E0065302,E0050640,Head가 Tail에게 지시함. (Commands)
E0057777,E0044605,Head가 Tail을 고발함. (Accuses)
E0057777,E0050640,Head가 Tail을 고발함. (Accuses)
E0057777,E0033146,Head가 Tail을 고발함. (Accuses)
E0057777,E0012100,Head가 Tail을 고발함. (Accuses)
E0042198,E0057777,Head가 Tail에게 보고함 (Reports to)
E0042198,E0044605,Head가 Tail에게 보고함 (Reports to)
E0042198,E0008907,Head가 Tail에게 보고함 (Reports to)
E0042198,E0050640,Head가 Tail에게 보고함 (Reports to)
E0042198,E0033146,Head가 Tail에게 보고함 (Reports to)
E0042198,E0012100,Head가 Tail에게 보고함 (Reports to)
E0044605,E0057777,Head가 Tail을 고발함. (Accuses)
E0044605,E0008907,Head가 Tail에게 지시함. (Commands)
E0044605,E0012100,Tail이 Head를 놀리거나 괴롭힘. (Teases)
E0008907,E0065302,Head가 Tail에게 지시함. (Commands)
E0008907,E0033146,Head가 Tail에게 지시함. (Commands)
E0050640,E0065302,Head가 Tail에게 지시함. (Commands)
E0050640,E0057777,Head가 Tail을 고발함. (Accuses)
E0050640,E0044605,Head가 Tail을 고발함. (Accuses)
E0050640,E0008907,Head가 Tail에게 지시함. (Commands)
E0050640,E0033146,Head가 Tail을 고발함. (Accuses)
E0050640,E0012100,Head가 Tail을 고발함. (Accuses)
E0033146,E0008907,Head가 Tail에게 지시함. (Commands)
E0012100,E0057777,Head가 Tail을 고발함. (Accuses)
E0012100,E0044605,Head가 Tail을 고발함. (Accuses)
E0012100,E0050640,Head가 Tail을 고발함. (Accuses)
E0012100,E0033146,Head가 Tail을 고발함. (Accuses)
E0063962,E0050640,Head가 Tail을 고발함. (Accuses)
E0012906,E0065302,Head가 Tail을 무시함. (Ignores)
E0012906,E0050640,Head가 Tail을 고발함. (Accuses)
E0065302,E0012906,Head가 Tail을 고발함. (Accuses)
E0065302,E0046441,Head가 Tail을 고발함. (Accuses)
E0065302,E0041490,Head가 Tail을 비난함. (Blames)
E0046231,E0050640,Head가 Tail을 고발함. (Accuses)
E0012630,E0050640,Head가 Tail을 고발함. (Accuses)
E0046441,E0050640,Head가 Tail을 고발함. (Accuses)
E0050640,E0063962,Head가 Tail을 고발함. (Accuses)
E0050640,E0012906,Head가 Tail을 고발함. (Accuses)
E0050640,E0012630,Head가 Tail을 고발함. (Accuses)
E0050640,E0046441,Head가 Tail을 고발함. (Accuses)
E0065302,E0042682,Head가 Tail에게 지시함. (Commands)
E0065302,E0042268,Head가 Tail에게 지시함. (Commands)
E0065302,E0046441,Head가 Tail에게 지시함. (Commands)
E0042682,E0046441,Head가 Tail에게 지시함. (Commands)
E0042268,E0065302,Head가 Tail에게 지시함. (Commands)
E0042268,E0042682,Head가 Tail에게 보고함 (Reports to)
E0042268,E0046441,Head가 Tail에게 지시함. (Commands)
E0046441,E0065302,Head가 Tail에게 지시함. (Commands)
E0046441,E0042682,Head가 Tail에게 지시함. (Commands)
E0046441,E0042268,Head가 Tail에게 지시함. (Commands)
E0044605,E0007113,Head가 Tail에게 지시함. (Commands)
E0044605,E0057690,Head가 Tail에게 보고함 (Reports to)
E0044605,E0064365,Head가 Tail에게 지시함. (Commands)
E0044605,E0011304,Head가 Tail에게 보고함 (Reports to)
E0044605,E0018222,Head가 Tail에게 보고함 (Reports to)
E0007113,E0044605,Head가 Tail에게 지시함. (Commands)
E0007113,E0057690,Head가 Tail에게 지시함. (Commands)
E0007113,E0064365,Head가 Tail에게 지시함. (Commands)
E0007113,E0011304,Head가 Tail에게 지시함. (Commands)
E0057690,E0044605,Head가 Tail에게 보고함 (Reports to)
E0057690,E0007113,Head가 Tail에게 지시함. (Commands)
E0057690,E0064365,Head가 Tail에게 지시함. (Commands)
E0064365,E0044605,Head가 Tail에게 지시함. (Commands)
E0064365,E0007113,Head가 Tail에게 지시함. (Commands)
E0064365,E0057690,Head가 Tail에게 지시함. (Commands)
E0064365,E0011304,Head가 Tail에게 지시함. (Commands)
E0064365,E0018222,Head가 Tail에게 지시함. (Commands)
E0011304,E0044605,Head가 Tail에게 보고함 (Reports to)
E0011304,E0018222,Head가 Tail에게 보고함 (Reports to)
E0018222,E0044605,Head가 Tail에게 보고함 (Reports to)
E0018222,E0057690,Head가 Tail에게 보고함 (Reports to)
E0018222,E0064365,Head가 Tail에게 보고함 (Reports to)
E0050026,E0007113,Head가 Tail에게 보고함 (Reports to)
E0065302,E0046231,Head가 Tail에게 보고함 (Reports to)
E0065302,E0006826,Head가 Tail을 비난함. (Blames)
E0042268,E0033862,Head가 Tail에게 지시함. (Commands)
E0042268,E0046231,Head가 Tail에게 보고함 (Reports to)
E0042268,E0006826,Head가 Tail을 비난함. (Blames)
E0033862,E0042268,Head가 Tail에게 지시함. (Commands)
E0033862,E0006826,Head가 Tail을 비난함. (Blames)
E0046231,E0033862,Head가 Tail을 비난함. (Blames)
E0046231,E0006826,Head가 Tail을 비난함. (Blames)
E0046231,E0007113,Head가 Tail을 비난함. (Blames)
E0006826,E0065302,Head가 Tail에게 도움을 요청함. (Asks for help)
E0006826,E0042268,Head가 Tail에게 도움을 요청함. (Asks for help)
E0006826,E0033862,Head가 Tail에게 도움을 요청함. (Asks for help)
E0006826,E0050026,Head가 Tail에게 도움을 요청함. (Asks for help)
E0006826,E0007113,Head가 Tail에게 도움을 요청함. (Asks for help)
E0006826,E0057690,Head가 Tail에게 도움을 요청함. (Asks for help)
E0006826,E0064365,Head가 Tail에게 도움을 요청함. (Asks for help)
E0050026,E0046231,Head가 Tail에게 보고함 (Reports to)
E0050026,E0064365,Head가 Tail에게 보고함 (Reports to)
E0007113,E0046231,Head가 Tail에게 보고함 (Reports to)
E0007113,E0006826,Head가 Tail을 비난함. (Blames)
E0057690,E0046231,Head가 Tail에게 지시함. (Commands)
E0057690,E0046231,Head가 Tail에게 보고함 (Reports to)
E0064365,E0065302,Head가 Tail을 고발함. (Accuses)
E0064365,E0042268,Head가 Tail을 고발함. (Accuses)
E0064365,E0033862,Head가 Tail을 고발함. (Accuses)
E0064365,E0046231,Head가 Tail에게 보고함 (Reports to)
E0064365,E0006826,Head가 Tail을 비난함. (Blames)
E0064365,E0007113,Head가 Tail을 고발함. (Accuses)
E0052645,E0065302,Head가 Tail을 고발함. (Accuses)
E0052645,E0042198,Head가 Tail을 믿음. (Trusts)
E0052645,E0031063,Head가 Tail을 고발함. (Accuses)
E0052645,E0006826,Head가 Tail을 고발함. (Accuses)
E0065302,E0052645,Head가 Tail을 고발함. (Accuses)
E0065302,E0042198,Head가 Tail을 고발함. (Accuses)
E0065302,E0031063,Head가 Tail을 고발함. (Accuses)
E0065302,E0006826,Head가 Tail을 고발함. (Accuses)
E0065302,E0007113,Head가 Tail을 고발함. (Accuses)
E0065302,E0042372,Head가 Tail을 고발함. (Accuses)
E0042198,E0052645,Head가 Tail을 비난함. (Blames)
E0042198,E0065302,Head가 Tail을 비난함. (Blames)
E0042198,E0031063,Head가 Tail을 비난함. (Blames)
E0042198,E0006826,Head가 Tail을 비난함. (Blames)
E0042198,E0007113,Head가 Tail을 비난함. (Blames)
E0042198,E0042372,Head가 Tail을 비난함. (Blames)
E0031063,E0052645,Head가 Tail을 고발함. (Accuses)
E0031063,E0065302,Head가 Tail을 고발함. (Accuses)
E0031063,E0042198,Head가 Tail을 믿음. (Trusts)
E0031063,E0006826,Head가 Tail을 믿음. (Trusts)
E0031063,E0042372,Head가 Tail을 믿음. (Trusts)
E0006826,E0052645,Head가 Tail을 고발함. (Accuses)
E0006826,E0065302,Head가 Tail을 고발함. (Accuses)
E0006826,E0042198,Head가 Tail을 믿음. (Trusts)
E0006826,E0031063,Head가 Tail을 믿음. (Trusts)
E0007113,E0065302,Head가 Tail을 고발함. (Accuses)
E0007113,E0042198,Head가 Tail을 믿음. (Trusts)
E0007113,E0031063,Head가 Tail을 믿음. (Trusts)
E0042372,E0052645,Head가 Tail을 고발함. (Accuses)
E0042372,E0065302,Head가 Tail을 고발함. (Accuses)
E0042372,E0042198,Head가 Tail을 믿음. (Trusts)
E0042372,E0031063,Head가 Tail을 믿음. (Trusts)
E0042372,E0006826,Head가 Tail을 믿음. (Trusts)
E0064331,E0006826,Head가 Tail에게 지시함. (Commands)
E0064331,E0050014,Head가 Tail에게 도움을 요청함. (Asks for help)
E0006826,E0064331,Head가 Tail에게 지시함. (Commands)
E0063962,E0032268,Head가 Tail에게 지시함. (Commands)
E0063962,E0053040,Head가 Tail에게 지시함. (Commands)
E0063962,E0042372,Head가 Tail에게 지시함. (Commands)
E0063962,E0010115,Head가 Tail에게 지시함. (Commands)
E0063962,E0029449,Head가 Tail에게 지시함. (Commands)
E0032268,E0063962,Head가 Tail에게 지시함. (Commands)
E0032268,E0053040,Head가 Tail에게 지시함. (Commands)
E0032268,E0042372,Head가 Tail에게 지시함. (Commands)
E0032268,E0010115,Head가 Tail에게 지시함. (Commands)
E0032268,E0029449,Head가 Tail에게 지시함. (Commands)
E0053040,E0063962,Head가 Tail에게 지시함. (Commands)
E0053040,E0032268,Head가 Tail에게 지시함. (Commands)
E0053040,E0042372,Head가 Tail에게 지시함. (Commands)
E0053040,E0010115,Head가 Tail에게 지시함. (Commands)
E0053040,E0029449,Head가 Tail에게 지시함. (Commands)
E0042372,E0063962,Head가 Tail에게 지시함. (Commands)
E0042372,E0032268,Head가 Tail에게 지시함. (Commands)
E0042372,E0053040,Head가 Tail에게 지시함. (Commands)
E0042372,E0010115,Head가 Tail에게 지시함. (Commands)
E0042372,E0029449,Head가 Tail에게 지시함. (Commands)
E0010115,E0063962,Head가 Tail에게 지시함. (Commands)
E0010115,E0032268,Head가 Tail에게 지시함. (Commands)
E0010115,E0053040,Head가 Tail에게 지시함. (Commands)
E0010115,E0042372,Head가 Tail에게 지시함. (Commands)
E0010115,E0029449,Head가 Tail에게 지시함. (Commands)
E0029449,E0063962,Head가 Tail에게 지시함. (Commands)
E0029449,E0032268,Head가 Tail에게 지시함. (Commands)
E0029449,E0053040,Head가 Tail에게 지시함. (Commands)
E0029449,E0042372,Head가 Tail에게 지시함. (Commands)
E0029449,E0010115,Head가 Tail에게 지시함. (Commands)
E0038407,E0052645,Head가 Tail에게 지시함. (Commands)
E0052645,E0038407,Head가 Tail에게 지시함. (Commands)
E0065302,E0011304,Head가 Tail에게 지시함. (Commands)
E0011304,E0065302,Head가 Tail에게 지시함. (Commands)
E0052645,E0065302,Head가 Tail에게 지시함. (Commands)
E0052645,E0044794,Head가 Tail에게 지시함. (Commands)
E0052645,E0011304,Head가 Tail에게 지시함. (Commands)
E0065302,E0052645,Head가 Tail에게 지시함. (Commands)
E0065302,E0044794,Head가 Tail에게 지시함. (Commands)
E0065302,E0011304,Head가 Tail에게 지시함. (Commands)
E0044794,E0011304,Head가 Tail에게 지시함. (Commands)
E0011304,E0052645,Head가 Tail에게 지시함. (Commands)
E0011304,E0065302,Head가 Tail에게 지시함. (Commands)
E0011304,E0044794,Head가 Tail에게 지시함. (Commands)
E0011304,E0036435,Head가 Tail에게 지시함. (Commands)
E0036435,E0011304,Head가 Tail에게 지시함. (Commands)
E0046429,E0044017,Head가 Tail에게 지시함. (Commands)
E0046429,E0048240,Head가 Tail에게 지시함. (Commands)
E0046429,E0029476,Head가 Tail에게 지시함. (Commands)
E0046429,E0010291,Head가 Tail에게 지시함. (Commands)
E0044017,E0046429,Head가 Tail에게 지시함. (Commands)
